image,px,py
00_001313.jpg,356.02751541137695,226.556902885437
00_001314.jpg,356.37606048583984,224.44387531280518
00_001315.jpg,356.37606048583984,224.44387531280518
00_001316.jpg,357.3763618469238,225.11230087280273
00_001317.jpg,357.3763618469238,225.11230087280273
00_001318.jpg,360.2208671569824,225.55406093597412
00_001319.jpg,360.813907623291,225.79171562194824
00_001320.jpg,362.54259490966797,227.31467628479004
00_001321.jpg,362.89731216430664,227.70082664489746
00_001322.jpg,362.89731216430664,227.70082664489746
00_001323.jpg,363.4185791015625,228.01749420166016
00_001324.jpg,362.7993354797363,227.56425189971924
00_001325.jpg,362.7993354797363,227.56425189971924
00_001326.jpg,361.6201591491699,228.1108922958374
00_001327.jpg,361.6201591491699,228.1108922958374
00_001328.jpg,359.79356384277344,227.9151849746704
00_001329.jpg,360.4943542480469,227.8582649230957
00_001330.jpg,360.4943542480469,227.8582649230957
00_001331.jpg,361.2693748474121,227.96742057800293
00_001332.jpg,362.76954650878906,228.82673835754395
00_001333.jpg,362.59291076660156,229.26283264160156
00_001334.jpg,362.0539093017578,228.79888248443604
00_001335.jpg,362.0539093017578,228.79888248443604
00_001336.jpg,361.936580657959,228.85886001586914
00_001337.jpg,361.1159019470215,228.61843490600586
00_001338.jpg,361.1159019470215,228.61843490600586
00_001339.jpg,361.07027435302734,228.2360963821411
00_001340.jpg,361.2545356750488,228.50214004516602
00_001341.jpg,361.05934143066406,228.07280731201172
00_001342.jpg,361.05934143066406,228.07280731201172
00_001343.jpg,361.1289749145508,229.24903297424316
00_001344.jpg,360.9400863647461,229.29220294952393
00_001345.jpg,361.00996017456055,228.89309787750244
00_001346.jpg,360.9650077819824,229.14794158935547
00_001347.jpg,360.78718185424805,229.15818786621094
00_001348.jpg,360.78718185424805,229.15818786621094
00_001349.jpg,361.5642738342285,229.1606731414795
00_001350.jpg,361.4598045349121,229.5093059539795
01_001357.jpg,361.64209747314453,230.2403450012207
01_001358.jpg,359.95726013183594,230.03816509246826
01_001359.jpg,359.1073532104492,230.26283645629883
01_001360.jpg,359.1073532104492,230.26283645629883
01_001361.jpg,358.6175079345703,231.1045913696289
01_001362.jpg,358.6175079345703,231.1045913696289
01_001364.jpg,359.1157684326172,230.45813941955566
01_001365.jpg,359.4580192565918,230.97794723510742
01_001366.jpg,359.1722526550293,230.40001583099365
01_001367.jpg,359.1722526550293,230.40001583099365
01_001368.jpg,359.27719497680664,230.78443813323975
01_001369.jpg,359.3466377258301,231.0231113433838
01_001370.jpg,359.1254425048828,229.97211074829102
01_001371.jpg,359.43347549438477,229.91175270080566
01_001372.jpg,359.6593475341797,231.08989906311035
01_001373.jpg,359.6593475341797,231.08989906311035
01_001374.jpg,359.5986785888672,230.85734176635742
01_001375.jpg,359.5730857849121,230.5960168838501
01_001378.jpg,358.6522331237793,230.4666290283203
01_001379.jpg,358.74593353271484,230.7929983139038
01_001380.jpg,358.74593353271484,230.7929983139038
01_001381.jpg,359.1716117858887,231.15498161315918
01_001382.jpg,359.0117607116699,231.024507522583
01_001383.jpg,359.3442916870117,230.49164390563965
01_001384.jpg,359.2523384094238,231.2640209197998
01_001385.jpg,359.2523384094238,231.2640209197998
01_001386.jpg,359.32960510253906,231.18294143676758
01_001387.jpg,359.32960510253906,231.18294143676758
01_001388.jpg,358.73772048950195,231.0360984802246
01_001389.jpg,358.44407653808594,230.53200149536133
01_001390.jpg,358.44407653808594,230.53200149536133
01_001391.jpg,358.99879455566406,231.0142059326172
01_001392.jpg,358.9588203430176,230.99893379211426
01_001393.jpg,359.43970108032227,231.07554626464844
01_001394.jpg,359.3701591491699,230.99441146850586
01_001395.jpg,359.3701591491699,230.99441146850586
02_001402.jpg,360.4224281311035,231.96358108520508
02_001403.jpg,358.84898376464844,231.71102142333984
02_001404.jpg,357.60302352905273,230.53652381896973
02_001405.jpg,357.60302352905273,230.53652381896973
02_001407.jpg,356.7531967163086,231.34474563598633
02_001408.jpg,357.1594352722168,231.31419372558594
02_001409.jpg,357.4080924987793,230.8624792098999
02_001410.jpg,357.4080924987793,230.8624792098999
02_001411.jpg,357.3774299621582,230.5658073425293
02_001412.jpg,357.22819900512695,230.95191955566406
02_001413.jpg,357.22819900512695,230.95191955566406
02_001414.jpg,357.00885009765625,231.30242729187012
02_001415.jpg,357.3974304199219,231.53342056274414
02_001416.jpg,356.90753173828125,231.53141403198242
02_001417.jpg,356.90753173828125,231.53141403198242
02_001418.jpg,356.94202423095703,231.13986778259277
02_001419.jpg,356.14529037475586,231.28315353393555
02_001420.jpg,357.6384811401367,228.69764709472656
02_001421.jpg,357.55414962768555,229.9185733795166
02_001422.jpg,357.74294662475586,231.03687858581543
02_001423.jpg,357.74294662475586,231.03687858581543
02_001424.jpg,357.43187713623047,230.7213315963745
02_001425.jpg,357.76721572875977,230.75259685516357
02_001426.jpg,358.1892318725586,231.22227478027344
02_001427.jpg,358.27586364746094,230.98958587646484
02_001428.jpg,358.27586364746094,230.98958587646484
02_001429.jpg,358.47891998291016,230.79185676574707
02_001430.jpg,358.47891998291016,230.79185676574707
02_001431.jpg,358.1907081604004,230.3615207672119
02_001432.jpg,357.96261978149414,230.35988426208496
02_001433.jpg,358.29240798950195,230.8301887512207
02_001434.jpg,358.6042671203613,230.69687938690186
02_001435.jpg,357.9004554748535,230.19061374664307
02_001436.jpg,357.9004554748535,230.19061374664307
02_001437.jpg,357.76042556762695,231.12129402160645
02_001438.jpg,358.42156982421875,231.09483909606934
02_001439.jpg,358.39517974853516,231.5194911956787
02_001440.jpg,358.39517974853516,231.5194911956787
02_001441.jpg,358.5262336730957,231.8190460205078
03_001449.jpg,356.8926315307617,230.46753025054932
03_001450.jpg,356.54761505126953,230.1639747619629
03_001451.jpg,356.54761505126953,230.1639747619629
03_001452.jpg,356.6493492126465,230.20506954193115
03_001453.jpg,356.0097999572754,229.93484497070312
03_001454.jpg,355.5267105102539,229.33103275299072
03_001455.jpg,356.327392578125,230.22668933868408
03_001456.jpg,355.61081314086914,230.26359939575195
03_001457.jpg,355.07020568847656,229.5418062210083
03_001458.jpg,355.07020568847656,229.5418062210083
03_001459.jpg,354.58012771606445,229.86301803588867
03_001461.jpg,354.4717903137207,226.46064949035645
03_001462.jpg,354.4717903137207,226.46064949035645
03_001463.jpg,354.4398498535156,228.20349597930908
03_001464.jpg,355.20700454711914,229.07713317871094
03_001465.jpg,355.2230567932129,229.90240669250488
03_001466.jpg,355.0805358886719,229.82934856414795
03_001467.jpg,355.0512390136719,230.4013614654541
03_001468.jpg,355.0512390136719,230.4013614654541
03_001469.jpg,354.5266761779785,228.75592041015625
03_001470.jpg,354.95055389404297,229.75055503845215
03_001471.jpg,354.82571029663086,229.64547729492188
03_001472.jpg,355.4306335449219,230.3144416809082
03_001473.jpg,355.4306335449219,230.3144416809082
03_001474.jpg,355.7209663391113,230.22136211395264
03_001475.jpg,355.08736419677734,229.67358207702637
03_001476.jpg,354.53379821777344,229.98738288879395
03_001477.jpg,354.53379821777344,229.98738288879395
03_001478.jpg,354.5588912963867,229.41932582855225
03_001479.jpg,354.5229721069336,229.4736623764038
03_001480.jpg,355.01068115234375,229.84489917755127
03_001481.jpg,355.22730255126953,229.97192001342773
03_001482.jpg,354.94146728515625,229.6784782409668
03_001483.jpg,354.94146728515625,229.6784782409668
03_001484.jpg,354.5645217895508,230.04402923583984
03_001485.jpg,354.5645217895508,230.04402923583984
04_001493.jpg,353.9357376098633,230.05177688598633
04_001494.jpg,352.35717010498047,229.95086669921875
04_001495.jpg,351.4350242614746,229.89841270446777
04_001496.jpg,351.7533645629883,229.59760570526123
